U1760,B636,4
U81,B636,2
U1761,B636,2
U46,B637,3
U113,B637,3
U86,B637,4
U61,B637,4
U91,B637,3
U72,B637,4
U56,B637,3
U45,B638,3
U69,B638,4
U45,B640,2
U86,B640,3
U96,B640,2
U46,B640,3
U97,B640,4
U1762,B640,4
U46,B641,3
U61,B641,3
U105,B643,3
U46,B644,4
U63,B644,2
U113,B644,3
U51,B644,4
U84,B644,4
U85,B644,4
U66,B644,3
U88,B644,3
U76,B644,4
U95,B644,2
U67,B644,2
U104,B644,3
U61,B644,5
U60,B644,4
U1763,B644,5
U68,B644,3
U99,B644,4
U1764,B644,4
U26,B644,3
U1764,B644,4
U117,B644,2
U111,B644,2
U74,B644,5
U1765,B644,3
U101,B644,3
U1758,B644,3
U70,B644,4
U118,B644,2
U72,B644,4
U80,B644,4
U1766,B644,4
U109,B644,3
U58,B644,4
U1767,B644,3
U1768,B644,4
U1769,B644,5
U61,B644,5
U120,B644,3
U103,B644,2
U113,B645,3
U105,B645,4
U86,B645,4
U61,B645,3
U60,B645,4
U1770,B645,3
U1771,B645,5
U75,B645,4
U71,B645,4
U56,B645,3
U109,B646,4
U51,B647,4
U85,B647,3
U86,B647,5
U85,B647,3
U63,B647,4
U88,B647,3
U76,B647,2
U95,B647,2
U65,B647,4
U59,B647,4
U69,B647,1
U51,B647,2
U105,B647,4
U95,B647,3
U61,B647,4
U119,B647,5
U1763,B647,5
U52,B647,3
U1770,B647,4
U67,B647,4
U55,B647,3
U1764,B647,2
U46,B647,3
U74,B647,4
U1772,B647,3
U60,B647,4
U53,B647,2
U107,B647,2
U74,B647,5
U117,B647,3
U49,B647,5
U99,B647,1
U52,B647,2
U1765,B647,3
U54,B647,3
U97,B647,4
U1773,B647,4
U1774,B647,2
U1759,B647,3
U1484,B647,4
U58,B647,3
U1769,B647,5
U1775,B647,4
U83,B647,5
U47,B647,4
U45,B647,2
U119,B647,3
U103,B647,5
U1769,B647,4
U73,B647,3
U81,B647,4
U1776,B647,5
U1761,B647,2
U63,B648,3
U46,B648,3
U104,B648,3
U117,B648,3
U96,B649,3
U69,B649,4
U68,B649,4
U69,B649,1
U111,B649,1
U67,B649,2
U105,B650,1
U107,B651,4
U108,B652,3
U73,B652,1
U63,B653,1
U85,B653,3
U46,B653,3
U66,B653,3
U99,B653,4
U56,B653,2
U89,B653,3
U1777,B653,2
U63,B654,2
U66,B654,3
U1772,B654,3
U42,B654,3
U70,B654,4
U79,B654,3
U42,B655,2
U63,B655,1
U71,B655,3
U66,B656,4
U1778,B656,4
U70,B656,4
U46,B657,4
U82,B657,1
U66,B657,1
U86,B657,2
U1772,B657,4
U51,B657,4
U47,B657,2
U56,B657,2
U80,B657,3
U63,B657,3
U56,B657,1
U73,B657,2
U100,B658,1
U51,B659,4
U86,B659,4
U88,B659,3
U96,B659,3
U61,B659,4
U46,B659,3
U53,B659,4
U80,B659,1
U72,B659,4
U73,B659,4
U104,B660,3
U110,B660,1
U71,B660,3
U102,B660,4
U104,B661,3
U76,B661,3
U104,B662,4
U117,B662,4
U95,B662,4
U1763,B666,4
U116,B667,3
U45,B668,4
U84,B668,4
U63,B668,4
U42,B668,3
U66,B668,4
U96,B668,5
U104,B668,3
U69,B668,2
U60,B668,4
U1779,B668,3
U54,B668,3
U68,B668,4
U1780,B668,4
U79,B668,4
U90,B668,4
U78,B668,3
U56,B668,3
U1766,B668,2
U79,B668,2
U42,B668,3
U62,B668,4
U1769,B668,3
U79,B669,3
U45,B670,4
U104,B670,3
U67,B670,1
U66,B670,4
U92,B670,1
U90,B670,5
U80,B670,5
U50,B670,2
U109,B670,4
U45,B671,3
U48,B671,4
U66,B671,4
U49,B671,3
U1764,B671,3
U65,B671,3
U102,B671,4
U100,B671,4
U1468,B671,3
U1760,B672,2
U1763,B673,1
U46,B674,3
U105,B674,4
U46,B675,3
U49,B675,1
U42,B675,2
U1768,B676,4
U68,B680,4
U65,B680,4
U65,B680,4
U112,B680,3
U112,B680,3
U65,B681,2
U100,B681,2
U1468,B681,3
U1763,B682,2
U118,B682,3
U1781,B682,3
U44,B682,3
U42,B683,4
U120,B684,4
U97,B685,3
U97,B686,2
U46,B687,3
U86,B687,5
U47,B687,2
U97,B687,4
U74,B687,4
U100,B687,2
U106,B687,4
U1757,B687,2
U113,B688,4
U97,B688,5
U97,B688,4
U97,B688,4
U99,B688,4
U1765,B688,5
U78,B688,4
U79,B688,2
U56,B688,3
U79,B689,4
U44,B689,1
U1762,B689,4
U91,B690,2
U97,B691,3
U81,B691,4
U131,B694,3
U137,B695,3
U1782,B696,1
U126,B696,4
U1783,B696,5
U355,B697,4
U1784,B697,4
U1785,B697,4
U133,B697,3
U129,B697,2
U1786,B698,3
U121,B698,4
U143,B698,4
U136,B698,4
U127,B698,4
U144,B698,5
U1782,B698,3
U1787,B698,4
U146,B698,3
U1788,B698,5
U1784,B698,4
U1789,B698,2
U1790,B698,4
U126,B698,4
U1791,B698,1
U146,B698,3
U1792,B698,3
U143,B699,3
U143,B700,1
U127,B700,3
U1782,B700,1
U122,B700,2
U1793,B700,1
U1786,B701,4
U123,B702,2
U1786,B704,3
U125,B704,3
U1794,B704,5
U143,B705,4
U1782,B705,3
U131,B705,4
U146,B705,1
U131,B706,4
U131,B706,4
U1785,B707,3
U1795,B707,3
U123,B708,4
U131,B708,3
U1796,B708,2
U1795,B708,5
U1783,B709,3
U1789,B709,4
U123,B709,3
U1796,B709,2
U128,B710,4
U136,B710,3
U138,B711,2
U1786,B713,5
U131,B713,3
U127,B714,3
U123,B714,4
U145,B714,5
U139,B714,4
U1784,B714,3
U1797,B714,3
U1782,B715,3
U1794,B715,3
U129,B715,2
U132,B717,5
U130,B718,2
U133,B718,4
U145,B718,4
U1785,B718,3
U129,B719,1
U1786,B720,3
U132,B720,3
U145,B721,2
U133,B721,3
U136,B722,4
U129,B722,2
U130,B722,1
U125,B722,1
U1798,B723,3
U151,B723,3
U147,B724,2
U154,B724,4
U1798,B725,2
U153,B725,4
U149,B725,2
U295,B726,3
U266,B726,3
U158,B726,4
U208,B726,1
U929,B726,3
U581,B726,4
U452,B726,1
U484,B726,4
U489,B726,2
U347,B726,2
U581,B726,4
U316,B726,3
U510,B726,2
U175,B726,3
U710,B726,4
U556,B726,2
U224,B726,4
U593,B726,4
U555,B726,3
U260,B726,3
U162,B726,2
U316,B726,3
U244,B726,2
U339,B726,3
U436,B726,3
U481,B726,3
U1799,B726,3
U664,B726,4
U285,B726,2
U258,B726,1
U603,B726,3
U867,B726,4
U308,B727,4
U110,B727,2
U834,B727,1
U270,B728,2
U470,B728,3
U601,B729,3
U474,B729,5
U724,B729,5
U552,B730,4
U161,B730,2
U423,B731,4
U548,B731,3
U389,B731,2
U64,B731,3
U436,B731,3
U1050,B731,3
U161,B731,4
U323,B731,4
U1124,B731,5
U1124,B731,5
U477,B731,3
U718,B731,4
U837,B731,5
U191,B731,4
U192,B731,5
U206,B731,5
U557,B731,5
U230,B731,5
U244,B732,4
U244,B732,5
U287,B733,4
U266,B733,4
U463,B733,5
U324,B733,4
U163,B733,2
U206,B733,2
U463,B733,5
U321,B733,3
U466,B733,3
U161,B733,4
U161,B733,4
U161,B733,4
U244,B733,3
U239,B733,4
U410,B733,2
U597,B733,4
U279,B733,3
U321,B734,4
U1104,B734,4
U549,B734,3
U548,B734,2
U466,B734,3
U885,B734,3
U833,B734,4
U161,B734,1
U326,B734,4
U455,B734,4
U168,B734,1
U321,B735,5
U466,B735,5
U290,B735,5
U788,B735,4
U161,B735,3
U162,B735,4
U270,B735,4
U1233,B735,4
U781,B735,4
U763,B735,5
U253,B735,3
U665,B735,4
U605,B735,3
U339,B735,4
U483,B735,5
U816,B735,4
U383,B735,4
U936,B735,2
U446,B735,4
U314,B736,4
U1692,B736,5
U1692,B736,4
U270,B737,4
U66,B737,4
U259,B737,4
U314,B737,5
U221,B737,4
U1211,B737,2
U806,B737,4
U1209,B737,3
U1112,B737,5
U781,B737,3
U1225,B737,3
U1800,B737,5
U263,B737,5
U641,B737,4
U539,B737,2
U480,B737,4
U318,B737,5
U1240,B737,3
U1190,B737,4
U1249,B737,4
U263,B737,2
U461,B737,4
U231,B738,5
U511,B738,3
U228,B738,5
U1801,B738,5
U1801,B738,5
U1802,B738,5
U483,B738,4
U459,B738,4
U1245,B738,1
U1803,B738,4
U846,B739,2
U1238,B740,4
U951,B740,5
U178,B740,4
U177,B740,4
U177,B740,4
U403,B740,4
U510,B740,4
U215,B740,5
U280,B740,5
U598,B740,5
U734,B740,5
U240,B740,4
U190,B740,4
U1804,B740,3
U661,B742,4
U306,B743,2
U548,B743,1
U426,B743,3
U790,B743,4
U463,B743,3
U413,B743,4
U518,B743,1
U952,B743,4
U952,B743,4
U579,B743,4
U398,B743,5
U489,B743,2
U952,B743,4
U454,B743,5
U960,B743,3
U1053,B743,4
U960,B743,3
U378,B743,4
U952,B743,4
U953,B743,4
U769,B743,4
U217,B743,3
U441,B743,3
U566,B743,4
U1020,B743,3
U955,B743,5
U441,B743,4
U243,B743,3
U291,B744,4
U550,B744,4
U547,B744,3
U574,B744,3
U360,B744,3
U555,B744,5
U178,B744,4
U436,B744,2
U403,B744,5
U185,B744,3
U333,B744,2
U201,B744,4
U277,B744,3
U1222,B744,4
U161,B744,3
U770,B744,4
U198,B745,4
U680,B745,5
U548,B745,3
U299,B745,5
U463,B745,4
U334,B745,5
U325,B745,4
U548,B745,2
U354,B745,5
U413,B745,3
U365,B745,2
U426,B745,1
U614,B745,4
U577,B745,3
U325,B745,4
U894,B745,5
U310,B745,5
U200,B745,3
U311,B745,4
U357,B745,4
U163,B745,5
U615,B745,4
U360,B745,4
U732,B745,4
U366,B745,5
U376,B745,5
U346,B745,2
U470,B745,4
U901,B745,3
U564,B745,3
U611,B745,4
U335,B745,2
U1805,B745,4
U421,B745,4
U247,B745,3
U628,B745,4
U260,B746,4
U768,B746,4
U191,B746,1
U365,B746,4
U635,B747,5
U818,B747,2
U986,B747,1
U548,B748,4
U296,B748,5
U164,B748,5
U576,B748,2
U614,B748,5
U414,B748,4
U217,B748,4
U806,B748,5
U583,B748,4
U1211,B748,3
U647,B748,4
U512,B748,5
U512,B748,5
U477,B748,3
U477,B748,3
U339,B748,5
U477,B748,3
U384,B748,5
U1806,B748,5
U421,B748,3
U382,B748,2
U483,B748,5
U547,B749,4
U291,B749,4
U386,B749,4
U201,B749,3
U201,B749,4
U156,B749,3
U267,B749,4
U208,B749,2
U158,B749,3
U310,B749,4
U947,B749,4
U550,B749,1
U267,B749,4
U160,B749,4
U463,B749,4
U268,B749,4
U550,B749,4
U1185,B749,4
U215,B749,4
U812,B749,4
U166,B749,4
U1099,B749,5
U1236,B749,5
U718,B749,4
U311,B749,4
U1807,B749,2
U428,B749,2
U582,B749,5
U427,B749,5
U355,B749,3
U436,B749,5
U168,B749,3
U553,B749,4
U851,B749,4
U261,B749,5
U167,B749,4
U601,B749,5
U314,B749,5
U832,B749,3
U709,B749,4
U870,B749,5
U443,B749,4
U360,B749,4
U583,B749,3
U729,B749,4
U470,B749,1
U398,B749,4
U895,B749,4
U222,B749,4
U342,B749,4
U1808,B749,5
U1209,B749,4
U439,B749,4
U215,B749,3
U247,B749,4
U232,B749,4
U560,B749,4
U402,B749,4
U366,B749,3
U226,B749,4
U808,B749,5
U556,B749,4
U407,B749,2
U566,B749,2
U378,B749,4
U343,B749,5
U493,B749,3
U240,B749,3
U161,B749,4
U901,B749,4
U240,B749,4
U989,B749,4
U700,B749,3
U665,B749,4
U1166,B749,4
U937,B749,4
U191,B749,4
U421,B749,4
U285,B749,4
U538,B749,3
U477,B749,3
U477,B749,3
U761,B749,4
U384,B749,4
U1028,B749,4
U1251,B749,1
U284,B749,5
U832,B749,4
U195,B749,4
U230,B749,4
U164,B750,1
U550,B750,2
U1185,B750,1
U710,B750,4
U290,B751,5
U156,B751,4
U158,B751,3
U290,B751,5
U423,B751,4
U484,B751,4
U390,B751,4
U839,B751,4
U677,B751,4
U406,B751,5
U689,B751,5
U390,B751,4
U465,B751,4
U259,B751,4
U206,B751,5
U259,B751,4
U161,B751,3
U161,B751,4
U465,B751,5
U392,B751,3
U403,B751,4
U499,B751,4
U436,B751,3
U489,B751,4
U950,B751,3
U788,B751,5
U261,B751,4
U453,B751,5
U270,B751,4
U1250,B751,1
U207,B751,3
U454,B751,4
U718,B751,3
U319,B751,4
U245,B751,3
U378,B751,5
U509,B751,4
U232,B751,3
U215,B751,4
U64,B751,4
U278,B751,5
U247,B751,3
U873,B751,5
U733,B751,5
U611,B751,5
U412,B752,4
U206,B752,2
U286,B752,4
U547,B752,3
U390,B752,4
U257,B752,3
U208,B752,4
U708,B752,4
U627,B752,3
U741,B752,4
U592,B752,4
U346,B752,4
U378,B752,4
U481,B752,4
U478,B752,4
U318,B752,3
U163,B752,3
U914,B752,4
U413,B753,5
U788,B753,1
U417,B753,1
U725,B753,2
U161,B753,2
U378,B753,4
U403,B754,4
U510,B754,4
U403,B754,5
U215,B754,4
U378,B754,4
U605,B754,5
U246,B755,3
U548,B756,3
U308,B756,5
U576,B756,2
U463,B756,4
U329,B756,3
U339,B756,4
U251,B756,3
U1236,B756,5
U357,B756,3
U463,B756,3
U239,B756,4
U554,B756,5
U311,B756,4
U846,B756,4
U837,B756,2
U177,B756,5
U360,B756,3
U729,B756,4
U274,B756,4
U410,B756,4
U846,B756,4
U239,B756,5
U407,B756,4
U686,B756,4
U691,B756,5
U650,B756,3
U240,B756,3
U726,B756,4
U186,B756,5
U477,B756,2
U611,B756,5
U697,B756,5
U161,B756,3
U733,B756,5
U1028,B756,1
U1063,B757,4
U181,B757,4
U556,B757,4
U794,B757,3
U725,B758,1
U726,B758,2
U725,B758,3
U725,B758,4
U706,B758,4
U481,B759,1
U378,B760,4
U201,B761,3
U201,B761,4
U408,B762,2
U158,B763,4
U215,B763,4
U497,B763,4
U920,B763,5
U497,B763,4
U293,B764,4
U296,B764,3
U412,B764,4
U206,B764,4
U790,B764,5
U339,B764,4
U353,B764,4
U156,B764,3
U839,B764,2
U1186,B764,4
U602,B764,5
U713,B764,4
U1214,B764,3
U392,B764,4
U838,B764,5
U520,B764,4
U858,B764,5
U581,B764,4
U535,B764,3
U182,B764,4
U1153,B764,4
U380,B764,3
U520,B764,4
U489,B764,4
U396,B764,4
U1721,B764,3
U520,B764,4
U547,B764,4
U1809,B764,4
U522,B764,2
U392,B764,4
U220,B764,3
U949,B764,3
U161,B764,4
U415,B764,3
U1211,B764,4
U505,B764,3
U543,B764,4
U655,B764,3
U725,B764,5
U744,B764,5
U331,B764,4
U528,B764,4
U844,B764,5
U769,B764,4
U591,B764,3
U441,B764,4
U1063,B764,3
U706,B764,4
U1222,B764,4
U723,B764,4
U702,B764,5
U1194,B764,4
U589,B764,4
U1810,B764,4
U816,B764,5
U956,B764,4
U600,B764,4
U1811,B764,4
U477,B764,4
U706,B764,1
U829,B764,3
U477,B764,3
U375,B764,3
U548,B764,5
U1812,B764,1
U477,B764,4
U421,B764,3
U232,B764,3
U281,B764,2
U1813,B764,4
U861,B764,3
U247,B764,3
U872,B764,2
U477,B764,3
U524,B764,4
U477,B764,4
U688,B764,3
U205,B764,5
U752,B764,4
U936,B764,2
U245,B764,3
U243,B764,4
U534,B764,2
U1091,B765,4
U846,B766,4
U415,B767,4
U1142,B767,5
U1142,B767,1
U583,B768,2
U725,B768,2
U312,B768,4
U855,B768,4
U726,B768,3
U259,B769,5
U259,B769,5
U215,B769,5
U355,B769,4
U314,B769,3
U215,B769,5
U156,B770,4
U665,B771,2
U463,B772,3
U508,B772,1
U334,B772,3
U550,B772,3
U1814,B772,3
U965,B772,2
U431,B772,2
U314,B772,4
U717,B772,3
U481,B772,3
U755,B772,2
U461,B772,1
U780,B773,4
U780,B773,4
U314,B773,5
U236,B773,4
U583,B773,3
U762,B773,4
U467,B773,2
U329,B773,4
U1815,B773,3
U714,B773,5
U259,B773,4
U849,B773,2
U1207,B773,4
U871,B773,4
U692,B773,3
U1154,B773,4
U887,B773,4
U540,B773,3
U236,B773,4
U1155,B773,4
U1166,B773,3
U1231,B773,4
U557,B773,5
U1816,B773,5
U1128,B773,5
U1155,B773,5
U256,B773,3
U1194,B773,5
U666,B773,4
U1817,B773,4
U1242,B773,5
U1139,B773,1
U1251,B773,2
U469,B773,4
U928,B773,1
U335,B773,5
U1139,B773,1
U231,B774,4
U645,B774,5
U400,B774,2
U283,B774,2
U425,B774,2
U645,B774,4
U424,B775,4
U313,B775,4
U270,B775,4
U209,B775,3
U215,B775,4
U431,B775,4
U1814,B775,4
U645,B775,5
U314,B775,5
U452,B775,5
U622,B775,5
U163,B775,4
U1393,B775,4
U322,B775,3
U744,B775,5
U762,B775,3
U481,B775,2
U670,B775,5
U1086,B775,3
U664,B775,4
U726,B775,5
U645,B775,5
U734,B775,5
U1196,B775,5
U744,B775,4
U574,B775,1
U394,B775,3
U479,B775,5
U744,B775,5
U802,B775,4
U508,B776,3
U259,B776,4
U357,B776,3
U215,B776,4
U296,B776,5
U296,B777,5
U259,B778,1
U424,B779,5
U806,B779,4
U259,B779,4
U765,B779,4
U1236,B780,1
U259,B780,4
U1223,B781,5
U166,B781,4
U780,B781,3
U521,B781,3
U259,B781,4
U836,B781,5
U167,B781,3
U745,B781,4
U780,B781,4
U1818,B781,4
U553,B781,4
U855,B781,4
U486,B781,3
U329,B781,5
U470,B781,4
U326,B781,4
U775,B781,4
U679,B781,3
U486,B781,3
U589,B781,4
U446,B781,2
U414,B782,4
U424,B782,2
U313,B782,3
U211,B782,2
U762,B782,3
U219,B782,3
U470,B782,4
U692,B782,3
U305,B782,4
U765,B782,3
U664,B782,2
U664,B782,4
U1122,B782,4
U682,B782,3
U305,B783,5
U259,B783,4
U655,B783,4
U1190,B783,4
U1006,B783,4
U326,B783,4
U282,B783,4
U774,B783,3
U1122,B783,5
U259,B784,4
U259,B784,4
U633,B784,3
U177,B784,4
U750,B784,5
U219,B784,1
U424,B785,3
U259,B785,3
U1819,B785,4
U259,B785,4
U582,B785,5
U466,B785,4
U245,B785,2
U689,B785,4
U773,B785,3
U1036,B785,3
U633,B785,4
U692,B785,4
U224,B785,5
U660,B785,4
U1219,B785,2
U871,B785,4
U1063,B785,3
U906,B785,4
U1063,B785,4
U797,B785,5
U795,B785,4
U757,B785,5
U305,B785,3
U1820,B785,4
U160,B786,5
U463,B786,5
U424,B786,5
U907,B786,5
U259,B786,4
U259,B786,4
U780,B786,4
U907,B786,4
U910,B786,5
U1247,B786,2
U1204,B786,3
U941,B786,4
U809,B786,5
U331,B786,3
U793,B786,4
U809,B786,5
U822,B786,5
U1166,B786,2
U763,B786,5
U259,B787,4
U562,B787,5
U745,B787,3
U326,B787,4
U1207,B787,5
U774,B787,2
U259,B788,3
U326,B788,1
U762,B788,3
U774,B788,4
U818,B788,3
U557,B788,4
U166,B788,3
U1135,B788,3
U774,B788,5
U307,B789,4
U259,B789,3
U259,B789,4
U209,B789,4
U1167,B789,3
U259,B789,3
U780,B789,2
U305,B789,3
U259,B789,4
U245,B789,1
U1063,B789,2
U945,B789,1
U326,B789,5
U1821,B789,3
U259,B790,4
U1026,B790,4
U635,B790,3
U912,B790,3
U259,B790,1
U762,B790,3
U259,B791,4
U166,B791,5
U550,B791,2
U1185,B791,2
U1214,B791,3
U431,B791,3
U380,B791,2
U211,B791,3
U473,B791,4
U858,B791,3
U744,B791,4
U259,B792,4
U259,B792,3
U1148,B792,5
U259,B793,3
U760,B793,3
U1232,B793,3
U679,B793,3
U1217,B793,2
U613,B793,4
U633,B794,3
U209,B794,4
U417,B794,3
U182,B794,1
U1063,B794,3
U641,B794,2
U417,B794,5
U259,B795,4
U774,B795,3
U774,B795,2
U774,B795,2
U259,B796,3
U831,B796,2
U1236,B796,1
U791,B796,5
U384,B796,1
U253,B796,2
U1250,B796,1
U633,B797,4
U593,B797,3
U670,B797,5
U1165,B797,4
U215,B797,4
U660,B797,5
U686,B797,2
U1122,B797,5
U1122,B797,5
U371,B797,3
U259,B798,3
U181,B798,5
U791,B798,5
U791,B798,5
U1165,B799,3
U895,B799,4
U1228,B799,4
U1335,B799,4
U679,B799,4
U765,B799,4
U841,B799,4
U660,B799,5
U236,B799,2
U1203,B799,5
U1217,B799,3
U1810,B799,1
U846,B799,4
U686,B799,5
U628,B799,5
U735,B799,4
U1203,B799,4
U686,B799,1
U1215,B799,4
U1276,B799,5
U285,B799,4
U706,B799,4
U904,B799,1
U727,B800,4
U639,B800,4
U259,B800,4
U1248,B800,4
U791,B800,4
U285,B800,2
U574,B800,1
U727,B801,4
U839,B801,1
U805,B801,3
U215,B801,3
U633,B801,4
U631,B801,4
U679,B801,3
U724,B801,1
U633,B802,4
U633,B802,4
U215,B802,4
U259,B802,2
U543,B802,2
U942,B802,2
U1810,B802,3
U586,B802,1
U633,B803,3
U197,B803,5
U828,B803,3
U463,B804,4
U633,B804,2
U313,B804,2
U730,B804,4
U167,B804,2
U583,B804,4
U593,B804,3
U453,B804,4
U762,B804,1
U744,B804,3
U1810,B804,2
U664,B804,3
U664,B804,4
U1251,B804,4
U313,B805,4
U313,B805,4
U615,B805,5
U855,B805,2
U643,B805,4
U359,B805,5
U486,B805,2
U831,B805,3
U417,B805,4
U1112,B805,4
U586,B805,5
U586,B805,5
U253,B805,2
U777,B805,5
U605,B805,5
U285,B805,3
U1203,B805,5
U205,B806,4
U791,B806,3
U481,B806,4
U1804,B806,5
U325,B807,2
U215,B807,3
U257,B807,3
U661,B807,4
U1211,B807,3
U280,B807,3
U1195,B807,3
U1822,B807,5
U724,B807,5
U633,B808,4
U215,B808,3
U724,B808,2
U1195,B808,4
U247,B809,3
U612,B809,3
U1804,B809,3
U1211,B810,3
U631,B810,3
U257,B811,3
U1802,B811,4
U885,B811,5
U864,B811,5
U1823,B811,5
U914,B811,4
U1803,B811,4
U1209,B812,4
U874,B812,4
U576,B813,4
U612,B813,5
U1250,B815,2
U498,B816,3
U613,B816,2
U638,B817,5
U731,B817,5
U638,B817,5
U731,B817,5
U497,B817,1
U1238,B818,4
U1202,B818,2
U433,B818,4
U563,B818,4
U227,B818,2
U480,B818,5
U305,B818,4
U215,B819,3
U239,B819,5
U416,B819,5
U564,B819,4
U280,B819,5
U612,B819,5
U920,B819,5
U872,B819,3
U1211,B819,3
U1211,B820,4
U1211,B821,2
U272,B822,1
U885,B823,4
U631,B823,2
U1036,B823,5
U1036,B823,5
U177,B823,4
U177,B823,4
U957,B823,3
U177,B824,4
U177,B824,1
U576,B827,4
U292,B827,4
U468,B827,4
U642,B827,2
U228,B827,4
U486,B827,1
U1206,B827,4
U1245,B827,1
U497,B827,2
U1211,B827,4
U1824,B827,5
U702,B827,5
U1824,B827,5
U1824,B827,5
U446,B827,4
U1824,B827,5
U1245,B828,4
U377,B828,4
U251,B829,4
U945,B829,4
U159,B830,3
U251,B830,4
U1184,B830,2
U759,B830,2
U295,B831,5
U159,B831,4
U393,B831,4
U215,B831,4
U949,B831,3
U616,B831,4
U871,B831,3
U1825,B831,2
U161,B831,4
U884,B831,3
U343,B831,2
U233,B831,3
U1057,B831,4
U1057,B831,4
U872,B831,4
U688,B832,5
U633,B833,3
U631,B833,4
U679,B833,5
U1079,B834,4
U780,B834,4
U313,B834,2
U831,B834,3
U162,B834,2
U1247,B834,4
U314,B834,3
U642,B834,4
U254,B834,4
U443,B834,5
U847,B834,4
U732,B834,4
U583,B834,4
U1810,B834,5
U756,B834,3
U1213,B834,4
U382,B834,2
U765,B834,4
U586,B834,1
U1802,B834,4
U325,B834,3
U855,B834,5
U659,B834,3
U586,B834,5
U586,B834,5
U586,B834,5
U1223,B835,5
U583,B835,4
U454,B835,1
U505,B835,1
U750,B835,5
U277,B835,3
U259,B836,3
U326,B836,2
U417,B836,3
U806,B836,1
U641,B836,3
U808,B836,3
U396,B836,2
U263,B836,2
U604,B836,2
U679,B837,4
U692,B837,4
U692,B837,3
U218,B838,4
U896,B838,4
U791,B838,4
U639,B838,4
U1165,B838,3
U1206,B838,3
U639,B838,1
U285,B838,5
U1190,B838,3
U173,B838,4
U686,B838,5
U480,B838,4
U757,B838,5
U277,B838,3
U1137,B839,5
U1826,B839,5
U259,B839,5
U259,B839,5
U804,B839,2
U486,B839,4
U417,B839,2
U486,B839,4
U486,B839,4
U749,B839,4
U211,B839,2
U773,B839,3
U633,B839,5
U486,B839,5
U285,B839,2
U1210,B839,4
U641,B839,5
U782,B839,5
U1827,B839,4
U263,B839,5
U259,B840,4
U446,B840,4
U308,B841,3
U727,B841,4
U780,B841,2
U259,B841,5
U633,B841,4
U259,B841,4
U551,B841,3
U247,B841,4
U211,B841,3
U247,B841,3
U322,B841,1
U679,B841,3
U236,B841,3
U660,B841,4
U765,B841,4
U641,B841,4
U1810,B841,3
U335,B841,5
U686,B841,1
U563,B841,4
U260,B842,3
U337,B843,2
U976,B844,4
U425,B844,3
U398,B844,4
U934,B844,4
U862,B844,4
U351,B844,4
U1828,B844,4
U450,B845,5
U398,B845,5
U895,B845,4
U859,B845,3
U461,B845,5
U351,B845,5
U798,B845,5
U1805,B845,5
U867,B845,4
U998,B846,3
U976,B846,1
U261,B847,2
U393,B847,3
U238,B847,4
U398,B847,4
U456,B847,4
U940,B847,4
U175,B847,3
U976,B847,1
U1182,B847,4
U705,B847,1
U1092,B847,3
U455,B848,2
U261,B848,4
U247,B848,2
U601,B848,3
U848,B848,4
U893,B848,5
U1066,B848,5
U1189,B848,5
U461,B848,3
U351,B848,4
U398,B849,3
U398,B849,5
U962,B850,1
U498,B850,3
U416,B850,2
U258,B850,4
U1829,B850,1
U450,B851,4
U387,B851,4
U200,B851,4
U973,B851,4
U973,B851,4
U729,B851,4
U283,B851,1
U974,B851,5
U1103,B851,3
U1111,B851,5
U546,B851,2
U658,B851,5
U1111,B851,1
U1015,B851,5
U213,B851,4
U368,B851,3
U630,B851,4
U668,B851,4
U444,B851,4
U258,B851,5
U461,B851,5
U974,B851,3
U306,B852,4
U907,B852,5
U298,B852,4
U983,B852,3
U1090,B852,2
U908,B852,5
U1233,B852,5
U974,B852,2
U261,B852,3
U967,B852,4
U1090,B852,2
U1209,B852,3
U343,B852,2
U1005,B852,2
U970,B852,4
U240,B852,4
U967,B852,4
U247,B852,4
U991,B852,4
U343,B852,4
U883,B853,4
U170,B853,2
U729,B853,3
U654,B853,3
U654,B853,1
U1830,B853,5
U1163,B853,2
U915,B854,5
U534,B854,5
U323,B855,4
U298,B856,4
U672,B856,4
U983,B856,3
U632,B856,3
U974,B856,4
U915,B856,5
U632,B856,4
U658,B856,3
U398,B856,4
U451,B857,3
U398,B857,5
U818,B857,2
U1057,B857,3
U1001,B857,1
U1111,B857,4
U421,B857,3
U1111,B857,4
U1168,B858,5
U1819,B858,2
U298,B858,2
U346,B858,3
U743,B859,3
U1799,B859,2
U192,B859,5
U979,B859,1
U1105,B860,2
U617,B860,4
U1061,B860,2
U1831,B860,4
U1000,B860,5
U807,B861,4
U745,B862,4
U655,B862,3
U173,B863,5
U1118,B863,5
U1832,B863,4
U1001,B863,1
U982,B863,4
U1001,B863,1
U1832,B863,5
U981,B864,1
U173,B865,2
U1831,B865,2
U750,B866,5
U1833,B866,1
U979,B866,2
U1831,B866,2
U1014,B867,3
U1014,B867,1
U306,B868,4
U971,B868,2
U1033,B868,2
U261,B868,5
U1079,B868,4
U1104,B868,3
U1104,B868,4
U358,B868,3
U1103,B868,2
U340,B868,4
U1034,B868,2
U1834,B868,3
U909,B868,4
U889,B868,5
U355,B868,4
U245,B868,4
U973,B868,4
U987,B868,2
U966,B868,4
U200,B868,4
U235,B868,3
U1201,B868,4
U1835,B868,5
U696,B868,4
U1836,B868,4
U1837,B868,3
U848,B868,4
U1838,B868,3
